ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,routine_name,element_iteration,condition_name,eyes_camera_pos,eyes_camera_rot,framerate
237500.3,15284,237489.8,2466.983,Lab_CalmQuestion,0,default,-0.0004136972 2.505175 1.224631,1.912455 8.199247 356.3242,69.16609
237522.4,15285,237500.9,2489.08,Lab_CalmQuestion,0,default,-0.0008510808 2.504676 1.224624,2.00013 8.164853 356.3706,69.09022
237534.4,15286,237522.9,2501.022,Lab_CalmQuestion,0,default,-0.0009300075 2.504552 1.224617,2.003536 8.173009 356.3737,68.46764
237555.7,15287,237534.8,2522.373,Lab_CalmQuestion,0,default,-0.001325974 2.504534 1.224675,1.964176 8.206653 356.371,68.78283
237578.5,15288,237556.2,2545.179,Lab_CalmQuestion,0,default,-0.001460505 2.504359 1.224533,2.004886 8.237896 356.3695,68.42902
237588.9,15289,237579.1,2555.554,Lab_CalmQuestion,0,default,-0.001997454 2.504044 1.224567,2.117211 8.23778 356.3773,68.03757
237611.6,15290,237589.4,2578.203,Lab_CalmQuestion,0,default,-0.002055852 2.504236 1.224349,2.004621 8.313335 356.3517,68.49788
237623,15291,237612,2589.663,Lab_CalmQuestion,0,default,-0.002496469 2.504155 1.224254,1.981193 8.365675 356.3514,68.23477
237645,15292,237623.6,2611.622,Lab_CalmQuestion,0,default,-0.002571979 2.504328 1.22403,1.891755 8.407411 356.318,68.88506
237655.8,15293,237645.5,2622.397,Lab_CalmQuestion,0,default,-0.002945641 2.504343 1.223666,1.861758 8.462336 356.3044,68.313
237678.1,15294,237656.2,2644.771,Lab_CalmQuestion,0,default,-0.003005318 2.504502 1.223538,1.808659 8.474647 356.3088,68.70796
237689,15295,237678.6,2655.677,Lab_CalmQuestion,0,default,-0.003439086 2.504687 1.223471,1.765142 8.518707 356.3045,68.36893
237711.5,15296,237689.5,2678.143,Lab_CalmQuestion,0,default,-0.003636998 2.504809 1.223315,1.698335 8.526017 356.3187,68.33527
237722.5,15297,237712,2689.13,Lab_CalmQuestion,0,default,-0.00407281 2.504915 1.223152,1.607697 8.55013 356.3385,68.35329
237744.9,15298,237722.9,2711.537,Lab_CalmQuestion,0,default,-0.004281155 2.505001 1.223061,1.558053 8.543331 356.3497,68.72049
237755.7,15299,237745.4,2722.309,Lab_CalmQuestion,0,default,-0.004853306 2.505182 1.222956,1.492872 8.540696 356.3839,67.89024
237778.1,15300,237756.1,2744.767,Lab_CalmQuestion,0,default,-0.005100898 2.505169 1.222898,1.473536 8.504228 356.4131,68.30158
237789,15301,237778.6,2755.666,Lab_CalmQuestion,0,default,-0.005617986 2.505359 1.222987,1.428679 8.496003 356.4445,68.31845
237811.6,15302,237789.4,2778.247,Lab_CalmQuestion,0,default,-0.005839222 2.50531 1.222964,1.428637 8.453471 356.4586,68.36153
237822.7,15303,237812.5,2789.333,Lab_CalmQuestion,0,default,-0.006401869 2.505473 1.22322,1.407368 8.426363 356.491,68.34449
237844.8,15304,237823.1,2811.428,Lab_CalmQuestion,0,default,-0.006612431 2.505406 1.223199,1.406507 8.399761 356.505,68.36459
237856.2,15305,237845.2,2822.81,Lab_CalmQuestion,0,default,-0.007164395 2.505497 1.223278,1.384482 8.367293 356.52,68.37643
237878.2,15306,237856.6,2844.84,Lab_CalmQuestion,0,default,-0.00732928 2.505525 1.223274,1.361509 8.363688 356.5001,68.34962
237889,15307,237878.7,2855.647,Lab_CalmQuestion,0,default,-0.007737421 2.505768 1.223428,1.346689 8.342842 356.5002,68.35386
237911.3,15308,237889.4,2877.974,Lab_CalmQuestion,0,default,-0.007889232 2.505732 1.223389,1.378801 8.357046 356.4773,68.33886
237922.3,15309,237911.8,2888.898,Lab_CalmQuestion,0,default,-0.008321048 2.505816 1.223525,1.374398 8.371202 356.4857,68.34575
237944.8,15310,237922.7,2911.398,Lab_CalmQuestion,0,default,-0.00844186 2.505797 1.223466,1.357728 8.395362 356.5172,68.36933
237955.9,15311,237945.2,2922.552,Lab_CalmQuestion,0,default,-0.008707909 2.505837 1.223429,1.333077 8.410419 356.544,68.37541
237967,15312,237956.4,2933.616,Lab_CalmQuestion,0,default,-0.008875147 2.505807 1.223375,1.330187 8.436452 356.5688,68.31239
237989.3,15313,237967.5,2955.905,Lab_CalmQuestion,0,default,-0.009002331 2.505835 1.223564,1.333229 8.443871 356.5818,68.66734
238011.6,15314,237989.8,2978.207,Lab_CalmQuestion,0,default,-0.009334296 2.505785 1.223482,1.321616 8.444661 356.6067,67.91526
238022.7,15315,238012.2,2989.363,Lab_CalmQuestion,0,default,-0.009567005 2.505773 1.223408,1.315455 8.436486 356.6353,67.53735
238045.3,15316,238023.1,3011.968,Lab_CalmQuestion,0,default,-0.009742318 2.505739 1.223371,1.318836 8.406207 356.6427,67.78934
238056,15317,238045.8,3022.633,Lab_CalmQuestion,0,default,-0.01028034 2.50582 1.223348,1.308463 8.382018 356.6794,67.78164
238067.3,15318,238056.4,3033.986,Lab_CalmQuestion,0,default,-0.01044357 2.505816 1.223301,1.311784 8.368013 356.6834,68.21016
238089.7,15319,238067.8,3056.347,Lab_CalmQuestion,0,default,-0.01054561 2.505898 1.223431,1.30813 8.346849 356.6835,68.18538
238111.5,15320,238090.3,3078.163,Lab_CalmQuestion,0,default,-0.01064423 2.505859 1.223387,1.293712 8.334431 356.6991,67.79935
238122.4,15321,238112,3089.069,Lab_CalmQuestion,0,default,-0.01093551 2.506045 1.223533,1.277243 8.319292 356.7276,67.44026
238144.7,15322,238122.8,3111.39,Lab_CalmQuestion,0,default,-0.01096889 2.50601 1.223495,1.281596 8.327269 356.7139,68.21377
238155.7,15323,238145.2,3122.299,Lab_CalmQuestion,0,default,-0.01113677 2.506094 1.223522,1.285119 8.325644 356.7112,67.43413
238178.2,15324,238156,3144.895,Lab_CalmQuestion,0,default,-0.01116023 2.506083 1.223451,1.280408 8.343211 356.7121,68.2047
238189.5,15325,238178.8,3156.175,Lab_CalmQuestion,0,default,-0.01115448 2.506168 1.22359,1.279213 8.343518 356.7136,67.84108
238211.2,15326,238189.9,3177.844,Lab_CalmQuestion,0,default,-0.01114781 2.506129 1.223517,1.272165 8.343654 356.7128,67.79764
238222.6,15327,238211.7,3189.263,Lab_CalmQuestion,0,default,-0.0110905 2.506254 1.223562,1.275314 8.344385 356.7141,67.44221
238244.7,15328,238223,3211.386,Lab_CalmQuestion,0,default,-0.01109212 2.506228 1.223473,1.279597 8.340561 356.6942,67.7496
238255.5,15329,238245.2,3222.15,Lab_CalmQuestion,0,default,-0.01099815 2.506285 1.223503,1.278555 8.349636 356.6773,67.37944
238278.3,15330,238255.9,3244.972,Lab_CalmQuestion,0,default,-0.01099753 2.506271 1.223415,1.261102 8.352832 356.673,68.19941
238289.4,15331,238278.8,3256.091,Lab_CalmQuestion,0,default,-0.01098934 2.506431 1.223563,1.258876 8.358968 356.6682,67.72063
238311.5,15332,238289.8,3278.152,Lab_CalmQuestion,0,default,-0.0109807 2.506418 1.223482,1.264057 8.37444 356.6692,67.64809
238322.8,15333,238311.9,3289.421,Lab_CalmQuestion,0,default,-0.01091513 2.506548 1.223543,1.256157 8.38507 356.6657,67.2822
238344.7,15334,238323.2,3311.371,Lab_CalmQuestion,0,default,-0.01090038 2.506553 1.223453,1.244754 8.390214 356.6682,68.00746
238355.7,15335,238345.2,3322.311,Lab_CalmQuestion,0,default,-0.01094596 2.50672 1.22358,1.230378 8.396197 356.665,67.28129
238378,15336,238356.1,3344.622,Lab_CalmQuestion,0,default,-0.01095597 2.506744 1.223497,1.216107 8.384418 356.6514,68.04685
238388.9,15337,238378.5,3355.579,Lab_CalmQuestion,0,default,-0.0108534 2.506869 1.223472,1.200668 8.37313 356.6375,67.3233
238411.6,15338,238389.3,3378.266,Lab_CalmQuestion,0,default,-0.01086482 2.506875 1.223398,1.187769 8.362143 356.6193,68.07372
238422.3,15339,238412.2,3388.912,Lab_CalmQuestion,0,default,-0.01075512 2.50693 1.223508,1.168865 8.340135 356.6079,67.37952
238445,15340,238422.7,3411.603,Lab_CalmQuestion,0,default,-0.01076062 2.506916 1.22344,1.172188 8.333353 356.5913,68.16725
238456,15341,238445.4,3422.618,Lab_CalmQuestion,0,default,-0.01076117 2.507095 1.223546,1.16895 8.326415 356.58,67.40213
238478,15342,238456.4,3444.647,Lab_CalmQuestion,0,default,-0.0107502 2.507092 1.223491,1.171158 8.336918 356.5764,68.16273
238489.1,15343,238478.5,3455.72,Lab_CalmQuestion,0,default,-0.01071853 2.507191 1.223517,1.156966 8.348192 356.5732,67.40165
238511.6,15344,238489.6,3478.196,Lab_CalmQuestion,0,default,-0.01066289 2.507178 1.223486,1.152834 8.353563 356.5855,68.14778
238522.4,15345,238512,3489.023,Lab_CalmQuestion,0,default,-0.01059426 2.507301 1.223637,1.147898 8.356071 356.5865,67.03487
238545.5,15346,238522.8,3512.191,Lab_CalmQuestion,0,default,-0.01056846 2.507238 1.223604,1.155681 8.357439 356.545,67.44765
238555.9,15347,238546,3522.496,Lab_CalmQuestion,0,default,-0.01039786 2.507267 1.22373,1.146921 8.354543 356.506,67.14137
238567.9,15348,238556.2,3534.54,Lab_CalmQuestion,0,default,-0.01036604 2.507267 1.223707,1.141749 8.350389 356.4825,67.63181
238589.6,15349,238568.3,3556.237,Lab_CalmQuestion,0,default,-0.01028974 2.50733 1.22372,1.185414 8.354127 356.4341,68.22428
238611.6,15350,238590.1,3578.238,Lab_CalmQuestion,0,default,-0.01019282 2.507373 1.223932,1.207316 8.370901 356.4087,67.78938
238622.6,15351,238612.1,3589.21,Lab_CalmQuestion,0,default,-0.01015693 2.507343 1.22387,1.208516 8.382222 356.3951,67.42344
238644.9,15352,238623,3611.571,Lab_CalmQuestion,0,default,-0.0101837 2.507329 1.223827,1.19093 8.402734 356.4067,68.19431
238656.1,15353,238645.6,3622.701,Lab_CalmQuestion,0,default,-0.01012563 2.507397 1.223885,1.185694 8.435472 356.3839,67.4989
238668,15354,238656.5,3634.671,Lab_CalmQuestion,0,default,-0.01013343 2.50739 1.223849,1.184909 8.438792 356.3794,68.2254
238689.3,15355,238668.5,3655.993,Lab_CalmQuestion,0,default,-0.01011742 2.507493 1.223965,1.177447 8.446885 356.3911,68.07308
238711.6,15356,238689.8,3678.249,Lab_CalmQuestion,0,default,-0.01013868 2.507569 1.224114,1.184395 8.450151 356.4252,67.71525
238723,15357,238712.1,3689.594,Lab_CalmQuestion,0,default,-0.01017684 2.507535 1.224072,1.178012 8.456525 356.4485,67.34236
238744.9,15358,238723.4,3711.588,Lab_CalmQuestion,0,default,-0.01023509 2.507562 1.224049,1.173761 8.466825 356.4917,68.05849
238755.6,15359,238745.5,3722.227,Lab_CalmQuestion,0,default,-0.01023491 2.507673 1.224216,1.139077 8.478509 356.5364,67.31004
238778.1,15360,238756,3744.717,Lab_CalmQuestion,0,default,-0.01027007 2.507706 1.22419,1.077561 8.464376 356.5226,68.12012
238789.5,15361,238778.6,3756.119,Lab_CalmQuestion,0,default,-0.01028886 2.507986 1.224383,1.03739 8.462571 356.4955,67.3247
238811.3,15362,238790,3777.949,Lab_CalmQuestion,0,default,-0.01027918 2.508033 1.22436,1.009021 8.447599 356.453,67.63223
238822.7,15363,238811.8,3789.291,Lab_CalmQuestion,0,default,-0.0102752 2.508136 1.224473,1.005738 8.458818 356.4227,67.27475
238844.7,15364,238823.1,3811.33,Lab_CalmQuestion,0,default,-0.0102784 2.508173 1.224438,0.9978318 8.477155 356.3913,67.99963
238855.6,15365,238845.2,3822.246,Lab_CalmQuestion,0,default,-0.01029221 2.508312 1.224481,0.9645451 8.489817 356.375,67.25143
238877.9,15366,238856,3844.553,Lab_CalmQuestion,0,default,-0.01026801 2.508361 1.224437,0.9427826 8.515208 356.377,68.01047
238889.2,15367,238878.7,3855.876,Lab_CalmQuestion,0,default,-0.01031434 2.508488 1.224414,0.9166384 8.542242 356.3646,67.3079
238911.6,15368,238889.7,3878.237,Lab_CalmQuestion,0,default,-0.01031298 2.508481 1.224352,0.9201025 8.561357 356.3455,68.01123
238922.5,15369,238912.1,3889.128,Lab_CalmQuestion,0,default,-0.01010094 2.508697 1.224236,0.9005162 8.586519 356.3249,67.22624
238944.8,15370,238922.9,3911.393,Lab_CalmQuestion,0,default,-0.01012312 2.508674 1.22421,0.8704792 8.590417 356.3052,67.60505
238955.7,15371,238945.3,3922.363,Lab_CalmQuestion,0,default,-0.01015815 2.508739 1.224127,0.8050856 8.607494 356.2889,67.23349
238978.6,15372,238956.2,3945.269,Lab_CalmQuestion,0,default,-0.01021882 2.50887 1.224059,0.7104493 8.599771 356.3047,67.9991
238989.1,15373,238979.1,3955.74,Lab_CalmQuestion,0,default,-0.01025667 2.509151 1.223995,0.5693081 8.591415 356.3077,66.86067
239011.6,15374,238989.6,3978.259,Lab_CalmQuestion,0,default,-0.01041781 2.50943 1.223856,0.3852904 8.547821 356.3137,67.33005
239023.3,15375,239012.2,3989.949,Lab_CalmQuestion,0,default,-0.01057698 2.509857 1.223651,0.1251284 8.487526 356.3358,67.32148
239033.8,15376,239023.8,4000.489,Lab_CalmQuestion,0,default,-0.01076209 2.510209 1.223518,359.902 8.422735 356.3694,67.63211
239056.2,15377,239034.4,4022.822,Lab_CalmQuestion,0,default,-0.01098652 2.510859 1.22335,359.6275 8.32847 356.4194,68.07629
239067.1,15378,239056.8,4033.754,Lab_CalmQuestion,0,default,-0.01135059 2.511474 1.223028,359.303 8.213453 356.4496,68.08624
239089.3,15379,239067.7,4055.967,Lab_CalmQuestion,0,default,-0.01163526 2.512018 1.222825,359.0272 8.060064 356.4603,68.04237
239100.7,15380,239089.9,4067.306,Lab_CalmQuestion,0,default,-0.01213644 2.51272 1.222414,358.5984 7.876147 356.4936,67.33879
239123.1,15381,239101.3,4089.744,Lab_CalmQuestion,0,default,-0.01279823 2.513697 1.221982,358.0208 7.61072 356.5421,68.04926
239144.7,15382,239123.6,4111.386,Lab_CalmQuestion,0,default,-0.01331506 2.5146 1.221732,357.6674 7.368032 356.5255,68.02797
239155.9,15383,239145.3,4122.509,Lab_CalmQuestion,0,default,-0.01399318 2.515476 1.221205,357.1744 7.089765 356.5453,67.28072
239178.7,15384,239156.3,4145.367,Lab_CalmQuestion,0,default,-0.01486541 2.516419 1.220533,356.6285 6.714107 356.5697,68.02281
239188.9,15385,239179.2,4155.536,Lab_CalmQuestion,0,default,-0.01567229 2.517406 1.220001,356.0841 6.384144 356.5928,67.23591
239200.1,15386,239189.3,4166.746,Lab_CalmQuestion,0,default,-0.01615766 2.517882 1.219651,355.7882 6.184436 356.6029,68.12688
239222.5,15387,239200.6,4189.145,Lab_CalmQuestion,0,default,-0.01677606 2.518613 1.219509,355.4784 5.959133 356.6346,68.12982
239234.2,15388,239223.5,4200.879,Lab_CalmQuestion,0,default,-0.01724256 2.519074 1.219161,355.2151 5.761302 356.6438,68.10505
239273.7,15389,239261.7,39.2597,Lab_SliderTraining,0,default,-0.01779684 2.51967 1.218901,354.97 5.565686 356.6568,67.02499
239289.8,15390,239274.3,55.3571,Lab_SliderTraining,0,default,-0.01911494 2.521194 1.218044,354.2251 5.042887 356.6958,67.21912
239300.3,15391,239290.3,65.8674,Lab_SliderTraining,0,default,-0.02003299 2.522081 1.217348,353.7245 4.690784 356.7428,67.5247
239311.5,15392,239300.9,77.0164,Lab_SliderTraining,0,default,-0.02096874 2.522945 1.21664,353.2291 4.334978 356.8053,67.61365
239334,15393,239312,99.5619,Lab_SliderTraining,0,default,-0.02143484 2.523469 1.216403,353.0163 4.169557 356.8482,67.97357
239344.8,15394,239334.9,110.3326,Lab_SliderTraining,0,default,-0.02220579 2.524302 1.215613,352.5812 3.837203 356.9096,67.6113
239367.6,15395,239345.3,133.1424,Lab_SliderTraining,0,default,-0.0226674 2.524601 1.215312,352.3862 3.699769 356.9278,68.02916
239378.1,15396,239368.3,143.6656,Lab_SliderTraining,0,default,-0.02314928 2.524988 1.214999,352.1547 3.561269 356.9525,67.60862
239401,15397,239378.6,166.4899,Lab_SliderTraining,0,default,-0.02353869 2.525412 1.214692,351.9755 3.412055 356.9771,68.06423
239411.1,15398,239401.7,176.6272,Lab_SliderTraining,0,default,-0.02449245 2.526144 1.214053,351.5579 3.10451 357.0518,67.65907
239433.7,15399,239411.6,199.1997,Lab_SliderTraining,0,default,-0.02479038 2.526521 1.213749,351.4403 2.973025 357.1,68.16988
239444.9,15400,239434.4,210.4017,Lab_SliderTraining,0,default,-0.0257163 2.527156 1.213127,351.0996 2.668249 357.1801,67.7452
239467.7,15401,239445.4,233.2324,Lab_SliderTraining,0,default,-0.02608888 2.527423 1.213163,351.0622 2.549403 357.244,68.09879
239478.2,15402,239468.3,243.7494,Lab_SliderTraining,0,default,-0.02714215 2.528011 1.212904,350.8116 2.253334 357.3524,67.71468
239500.6,15403,239478.7,266.0993,Lab_SliderTraining,0,default,-0.02761015 2.528075 1.212791,350.7786 2.098732 357.4128,68.1675
239511.3,15404,239501.1,276.8672,Lab_SliderTraining,0,default,-0.0285731 2.528398 1.212395,350.5951 1.810453 357.5141,67.78605
239533.6,15405,239511.8,299.1591,Lab_SliderTraining,0,default,-0.02889891 2.528372 1.21249,350.6433 1.6775 357.5505,68.2022
239544.8,15406,239534.3,310.3607,Lab_SliderTraining,0,default,-0.02986498 2.528655 1.212157,350.4992 1.381243 357.6476,67.80745
239566.6,15407,239545.3,332.127,Lab_SliderTraining,0,default,-0.03025157 2.528719 1.212254,350.5259 1.240299 357.697,68.16222
239577.7,15408,239567.1,343.2346,Lab_SliderTraining,0,default,-0.03104768 2.528798 1.212028,350.4604 0.966028 357.8033,67.72584
239588.7,15409,239578.2,354.2466,Lab_SliderTraining,0,default,-0.03150783 2.5288 1.211978,350.4734 0.8380474 357.8528,67.84441
239611.2,15410,239589.2,376.7487,Lab_SliderTraining,0,default,-0.03240206 2.528821 1.211874,350.4789 0.6029963 357.9371,68.21092
239622.1,15411,239611.8,387.6264,Lab_SliderTraining,0,default,-0.03256149 2.528873 1.212005,350.4997 0.4988154 357.9642,68.18649
239644.5,15412,239622.6,410.0212,Lab_SliderTraining,0,default,-0.03289528 2.528837 1.212025,350.5228 0.4513575 357.9547,68.94801
239655.5,15413,239645.1,421.0049,Lab_SliderTraining,0,default,-0.03330633 2.528901 1.212081,350.5207 0.2767959 357.9877,68.18559
239677.7,15414,239655.9,443.2593,Lab_SliderTraining,0,default,-0.03341094 2.529039 1.212362,350.5507 0.2773099 357.9683,68.94665
239688.7,15415,239678.3,454.2061,Lab_SliderTraining,0,default,-0.03410999 2.529078 1.212309,350.5592 0.1429098 357.9926,67.95421
239711.2,15416,239689.1,476.7298,Lab_SliderTraining,0,default,-0.0342829 2.529021 1.21236,350.6012 0.1696199 357.9854,68.33751
239722.1,15417,239711.8,487.6638,Lab_SliderTraining,0,default,-0.03453825 2.529054 1.212476,350.6166 0.09244645 358.008,68.29707
239744.4,15418,239722.6,509.9581,Lab_SliderTraining,0,default,-0.03471839 2.529085 1.212507,350.622 0.1140985 358.0187,69.06103
239755.4,15419,239745.1,520.9454,Lab_SliderTraining,0,default,-0.03491817 2.529096 1.212675,350.6276 0.06606444 358.0553,68.35015
239777.8,15420,239755.9,543.3254,Lab_SliderTraining,0,default,-0.03478304 2.52919 1.212822,350.6459 0.0922187 358.0943,69.10016
239788.8,15421,239778.3,554.3242,Lab_SliderTraining,0,default,-0.03524833 2.529215 1.212841,350.658 0.05272289 358.1352,68.29146
239800,15422,239789.3,565.5858,Lab_SliderTraining,0,default,-0.03542815 2.529244 1.212852,350.666 0.05459649 358.1511,69.05305
239822.4,15423,239800.6,587.9635,Lab_SliderTraining,0,default,-0.03553699 2.529252 1.212821,350.6873 0.05742909 358.1902,69.07051
239833.8,15424,239823.1,599.3704,Lab_SliderTraining,0,default,-0.03572711 2.529259 1.212828,350.699 0.05407045 358.2125,69.05254
239855.5,15425,239834.4,621.0405,Lab_SliderTraining,0,default,-0.03563673 2.52932 1.213072,350.6821 0.05959323 358.2444,69.03972
239866.4,15426,239856.4,631.9838,Lab_SliderTraining,0,default,-0.03597872 2.529377 1.213107,350.666 0.0451297 358.2773,69.05318
239888.9,15427,239867,654.4253,Lab_SliderTraining,0,default,-0.03586895 2.529389 1.213215,350.6626 0.03022547 358.2925,69.05125
239899.9,15428,239889.4,665.4267,Lab_SliderTraining,0,default,-0.03616921 2.529418 1.213217,350.6759 0.01305006 358.3247,69.04651
239922.1,15429,239900.5,687.6206,Lab_SliderTraining,0,default,-0.03612862 2.529387 1.213337,350.6638 0.007060195 358.3298,69.08817
239933.8,15430,239922.7,699.3783,Lab_SliderTraining,0,default,-0.03638898 2.529488 1.213369,350.6353 359.9897 358.3516,69.09401
239955.5,15431,239934.6,721.0069,Lab_SliderTraining,0,default,-0.03624259 2.529688 1.213701,350.6237 359.9888 358.3318,68.97998
239966.7,15432,239956,732.274,Lab_SliderTraining,0,default,-0.03644928 2.529775 1.213725,350.6276 359.9805 358.3422,69.00294
239988.7,15433,239967.4,754.2499,Lab_SliderTraining,0,default,-0.03636719 2.529789 1.213843,350.6146 359.9751 358.3457,68.95451
240000.1,15434,239989.3,765.5985,Lab_SliderTraining,0,default,-0.03655624 2.529919 1.213838,350.5666 359.9626 358.3678,68.98615
240022.1,15435,240000.7,787.6123,Lab_SliderTraining,0,default,-0.03650896 2.529937 1.213783,350.5074 359.9322 358.3895,68.85637
240033.9,15436,240022.6,799.4169,Lab_SliderTraining,0,default,-0.03670194 2.530059 1.21374,350.4714 359.906 358.402,68.87739
240044.5,15437,240034.5,810.0166,Lab_SliderTraining,0,default,-0.0367911 2.530107 1.213681,350.4567 359.8743 358.4114,68.85214
240067.2,15438,240045.1,832.7052,Lab_SliderTraining,0,default,-0.03650139 2.530088 1.213563,350.4408 359.8322 358.4206,68.85445
240077.9,15439,240067.9,843.4501,Lab_SliderTraining,0,default,-0.03670708 2.530204 1.213485,350.3948 359.774 358.4492,68.46822
240099.9,15440,240078.4,865.4676,Lab_SliderTraining,0,default,-0.03674479 2.5302 1.213413,350.3836 359.7112 358.4904,68.8739
240111,15441,240100.6,876.5684,Lab_SliderTraining,0,default,-0.03683725 2.53023 1.213368,350.3473 359.6317 358.5404,68.87891
240133.4,15442,240111.5,898.8923,Lab_SliderTraining,0,default,-0.03702571 2.530334 1.213294,350.2995 359.5343 358.5622,68.91547
240144.4,15443,240134,909.9067,Lab_SliderTraining,0,default,-0.03734407 2.530461 1.213169,350.2476 359.3844 358.5889,68.91866
240167,15444,240144.8,932.5613,Lab_SliderTraining,0,default,-0.0373843 2.530511 1.213041,350.217 359.2677 358.6286,69.27187
240177.7,15445,240167.9,943.2087,Lab_SliderTraining,0,default,-0.03771239 2.530645 1.212908,350.15 359.1177 358.6655,68.89462
240200.7,15446,240178.2,966.1935,Lab_SliderTraining,0,default,-0.03776605 2.530696 1.212911,350.1227 359.0218 358.6414,69.3054
240211,15447,240201.3,976.5044,Lab_SliderTraining,0,default,-0.03798822 2.5308 1.212751,350.0698 358.8778 358.6506,68.48552
240233.1,15448,240211.4,998.6552,Lab_SliderTraining,0,default,-0.03816774 2.530919 1.212702,350.0323 358.8105 358.6416,68.95924
240244.5,15449,240233.7,1010.044,Lab_SliderTraining,0,default,-0.03849222 2.531093 1.212579,349.9801 358.6572 358.6756,68.96745
240266.6,15450,240245,1032.177,Lab_SliderTraining,0,default,-0.03840958 2.531065 1.212533,349.9763 358.6121 358.713,69.2735
240277.7,15451,240267.6,1043.275,Lab_SliderTraining,0,default,-0.03871139 2.531204 1.212427,349.9313 358.4904 358.7448,69.58174
240289.2,15452,240278.2,1054.728,Lab_SliderTraining,0,default,-0.03861097 2.531373 1.212552,349.8975 358.4511 358.7568,69.76961
240311.4,15453,240289.7,1076.978,Lab_SliderTraining,0,default,-0.03846017 2.53139 1.212559,349.8615 358.4325 358.7717,70.05029
240322.1,15454,240312,1087.617,Lab_SliderTraining,0,default,-0.03871119 2.531535 1.212476,349.803 358.3401 358.8002,69.36523
240344.3,15455,240322.5,1109.82,Lab_SliderTraining,0,default,-0.03862479 2.531435 1.212463,349.7866 358.3458 358.8099,69.43721
240355.3,15456,240344.9,1120.846,Lab_SliderTraining,0,default,-0.03884913 2.53157 1.212418,349.7365 358.288 358.8479,69.44849
240377.9,15457,240355.7,1143.461,Lab_SliderTraining,0,default,-0.03894491 2.531624 1.212447,349.7238 358.2815 358.8628,69.41078
240388.8,15458,240378.6,1154.387,Lab_SliderTraining,0,default,-0.0390071 2.531686 1.212354,349.6898 358.2267 358.8814,69.4175
240411,15459,240389.3,1176.513,Lab_SliderTraining,0,default,-0.03888342 2.531621 1.212384,349.6787 358.2343 358.8896,69.35524
240422,15460,240411.5,1187.546,Lab_SliderTraining,0,default,-0.03907212 2.531723 1.212402,349.6537 358.1958 358.916,69.37839
240444.5,15461,240422.5,1209.991,Lab_SliderTraining,0,default,-0.03897524 2.531669 1.212436,349.6423 358.2019 358.9241,69.24221
240455.7,15462,240445,1221.19,Lab_SliderTraining,0,default,-0.03912977 2.531776 1.212493,349.6054 358.1701 358.9405,69.2477
240478.2,15463,240456.2,1243.74,Lab_SliderTraining,0,default,-0.03920721 2.531843 1.212538,349.596 358.1497 358.943,69.24788
240488.6,15464,240478.9,1254.152,Lab_SliderTraining,0,default,-0.03923764 2.531879 1.212577,349.5806 358.1043 358.94,68.82952
240511,15465,240489.1,1276.525,Lab_SliderTraining,0,default,-0.03925784 2.531785 1.212547,349.5699 358.0711 358.9311,69.26946
240522.4,15466,240511.6,1287.953,Lab_SliderTraining,0,default,-0.03943327 2.531897 1.212605,349.5342 358.0075 358.9417,69.26869
240533.4,15467,240522.9,1298.96,Lab_SliderTraining,0,default,-0.0395519 2.531954 1.212637,349.5196 357.9527 358.9622,69.1806
240555.7,15468,240533.9,1321.199,Lab_SliderTraining,0,default,-0.03978054 2.531969 1.212674,349.4997 357.8406 358.9928,69.52387
240566.6,15469,240556.2,1332.17,Lab_SliderTraining,0,default,-0.03989713 2.532043 1.212708,349.4824 357.7893 359,69.20518
240588.6,15470,240567.2,1354.128,Lab_SliderTraining,0,default,-0.03981138 2.532009 1.212704,349.4276 357.7136 359.018,69.55119
240599.8,15471,240589.2,1365.355,Lab_SliderTraining,0,default,-0.04005268 2.532116 1.212776,349.3716 357.6021 359.0329,69.21418
240622,15472,240600.4,1387.591,Lab_SliderTraining,0,default,-0.04004595 2.532074 1.212726,349.3742 357.5279 359.0309,69.18996
240633.3,15473,240622.7,1398.883,Lab_SliderTraining,0,default,-0.04032012 2.532171 1.212802,349.3625 357.4095 359.0343,69.19718
240655.7,15474,240633.8,1421.26,Lab_SliderTraining,0,default,-0.04021166 2.532177 1.212799,349.3521 357.3477 359.032,69.14436
240667.1,15475,240656.3,1432.615,Lab_SliderTraining,0,default,-0.04046813 2.532337 1.212889,349.3134 357.2315 359.0404,69.14507
240689.2,15476,240667.7,1454.702,Lab_SliderTraining,0,default,-0.04042606 2.532361 1.212795,349.2757 357.1819 359.0212,69.09077
240699.8,15477,240689.7,1465.335,Lab_SliderTraining,0,default,-0.04070074 2.532512 1.212856,349.2469 357.0762 359.0292,69.09792
240710.9,15478,240700.4,1476.479,Lab_SliderTraining,0,default,-0.0406108 2.532427 1.212829,349.232 357.0266 359.0525,69.14066
240733.3,15479,240711.4,1498.818,Lab_SliderTraining,0,default,-0.04074224 2.532451 1.21285,349.2104 356.9996 359.0903,69.46632
240744.2,15480,240734.1,1509.726,Lab_SliderTraining,0,default,-0.04088759 2.53246 1.212964,349.182 356.9109 359.1125,69.11302
240766.3,15481,240744.7,1531.835,Lab_SliderTraining,0,default,-0.04103532 2.532467 1.212965,349.1902 356.8785 359.1231,69.48536
