ellapsed_exp_time,frame_id,start_frame_time,ellapsed_element_time,routine_name,element_iteration,condition_name,eyes_camera_pos,eyes_camera_rot,framerate
47556.52,2985,47534.33,47552.44,Lab_Idle,0,default,0.03646783 2.520021 1.17118,353.5819 48.05436 357.2641,74.30509
47567.31,2986,47557.2,47563.23,Lab_Idle,0,default,0.0389384 2.52166 1.168952,353.4176 51.23709 357.2583,74.29679
47578.79,2987,47567.76,47574.71,Lab_Idle,0,default,0.04067171 2.521706 1.166959,353.3919 52.80463 357.2173,74.30658
47600.67,2988,47579.26,47596.59,Lab_Idle,0,default,0.0414525 2.52327 1.166704,353.4985 54.11046 357.1829,74.26945
47611.71,2989,47601.35,47607.63,Lab_Idle,0,default,0.04441874 2.523302 1.163157,353.5724 56.77641 357.1942,74.27238
47622.89,2990,47612.16,47618.81,Lab_Idle,0,default,0.04569124 2.523182 1.16178,353.7249 57.75748 357.2316,74.31343
47633.91,2991,47623.41,47629.83,Lab_Idle,0,default,0.04591572 2.524443 1.161883,353.8868 58.59484 357.2734,74.53428
47656.09,2992,47634.39,47652.01,Lab_Idle,0,default,0.04681938 2.524146 1.16126,354.0791 59.04462 357.2735,75.21588
47667.22,2993,47656.69,47663.14,Lab_Idle,0,default,0.04823973 2.525104 1.159953,354.3243 60.90487 357.2202,74.31043
47678.72,2994,47667.69,47674.64,Lab_Idle,0,default,0.04921595 2.524827 1.15903,354.5211 61.60508 357.0609,74.53664
47700.8,2995,47679.33,47696.72,Lab_Idle,0,default,0.04953713 2.52502 1.159218,354.7293 62.13802 356.809,75.14555
47712.2,2996,47701.33,47708.12,Lab_Idle,0,default,0.05149604 2.52464 1.157034,354.9588 63.76402 356.5843,74.22318
47722.54,2997,47712.69,47718.46,Lab_Idle,0,default,0.05238464 2.524482 1.156076,355.0218 64.45619 356.4097,74.41967
47733.89,2998,47723.12,47729.81,Lab_Idle,0,default,0.05278215 2.524774 1.156012,355.0308 65.27444 356.1814,75.19101
47756.18,2999,47734.33,47752.1,Lab_Idle,0,default,0.05381949 2.524843 1.154455,354.9079 66.37758 355.8,75.15385
47767.35,3000,47756.67,47763.27,Lab_Idle,0,default,0.05547018 2.525108 1.152193,354.8374 68.4586 355.2965,75.1662
47789.59,3001,47767.86,47785.51,Lab_Idle,0,default,0.05659334 2.525564 1.149851,354.4381 69.93005 354.9099,75.10879
47800.79,3002,47790.15,47796.71,Lab_Idle,0,default,0.05825101 2.525915 1.146892,354.2523 72.19984 354.4902,74.41951
47812.22,3003,47801.24,47808.14,Lab_Idle,0,default,0.05927334 2.52624 1.144627,354.0686 73.55222 354.3065,75.07745
47823.03,3004,47812.72,47818.95,Lab_Idle,0,default,0.06026397 2.526547 1.142356,353.9897 74.87373 354.16,75.02952
47845.3,3005,47823.57,47841.22,Lab_Idle,0,default,0.06090147 2.526801 1.140602,354.1133 76.16117 354.0179,75.13531
47856.07,3006,47845.81,47851.99,Lab_Idle,0,default,0.0624769 2.526731 1.136434,354.2915 78.56877 353.6249,75.12093
47867.59,3007,47856.56,47863.51,Lab_Idle,0,default,0.06297711 2.526427 1.134861,354.5685 79.81463 353.4062,75.19149
47889.44,3008,47868.05,47885.37,Lab_Idle,0,default,0.06381615 2.52594 1.132504,355.0479 80.99978 353.1127,75.08981
47900.53,3009,47889.99,47896.45,Lab_Idle,0,default,0.06523946 2.525304 1.128501,355.4455 83.38972 352.6141,75.10685
47911.8,3010,47900.97,47907.72,Lab_Idle,0,default,0.06600612 2.524855 1.126115,355.806 84.66167 352.2337,75.11136
47922.6,3011,47912.31,47918.52,Lab_Idle,0,default,0.06675509 2.524342 1.123692,356.2343 85.92531 351.8752,75.0566
47945.31,3012,47923.11,47941.23,Lab_Idle,0,default,0.06778094 2.523537 1.12205,356.8241 87.08523 351.6173,75.31292
47956.19,3013,47945.84,47952.11,Lab_Idle,0,default,0.06905572 2.522577 1.117604,357.6523 89.35088 351.2433,75.08348
47967.09,3014,47956.63,47963.01,Lab_Idle,0,default,0.06973471 2.521786 1.116336,358.1716 90.28376 351.179,75.32938
47989.19,3015,47967.53,47985.11,Lab_Idle,0,default,0.07044385 2.520951 1.115141,358.7934 90.79421 351.235,76.01379
48000.43,3016,47989.67,47996.35,Lab_Idle,0,default,0.07134719 2.51966 1.112096,359.68 92.57855 351.0473,75.14045
48011.81,3017,48000.86,48007.73,Lab_Idle,0,default,0.07187689 2.519037 1.110992,0.1364152 93.07779 351.0442,75.08573
48033.9,3018,48012.4,48029.82,Lab_Idle,0,default,0.07224098 2.51832 1.111594,0.4290449 92.99629 351.1947,75.27067
48045.08,3019,48034.51,48041,Lab_Idle,0,default,0.0730605 2.517209 1.10927,1.131918 94.16424 351.1308,75.03534
48055.71,3020,48045.54,48051.63,Lab_Idle,0,default,0.07338724 2.516828 1.108789,1.300151 94.48286 351.0558,75.24486
48078.59,3021,48056.22,48074.52,Lab_Idle,0,default,0.07343926 2.516784 1.109458,1.207597 94.58446 350.989,75.9653
48089.09,3022,48079.24,48085.01,Lab_Idle,0,default,0.07395888 2.516189 1.107892,1.63727 95.49637 350.9304,75.02451
48100.14,3023,48089.51,48096.06,Lab_Idle,0,default,0.07362768 2.515803 1.10754,1.662215 95.77158 350.9368,75.32557
48111.87,3024,48100.74,48107.79,Lab_Idle,0,default,0.07364525 2.515843 1.107227,1.66227 96.09272 350.9361,75.99654
48133.57,3025,48112.37,48129.49,Lab_Idle,0,default,0.07307944 2.516123 1.107249,1.501673 96.41193 350.9727,75.90714
48144.74,3026,48134.06,48140.65,Lab_Idle,0,default,0.07328574 2.515973 1.106153,1.68648 97.21349 350.991,75.28794
48155.76,3027,48145.19,48151.68,Lab_Idle,0,default,0.0732794 2.516041 1.105901,1.75243 97.51607 351.0698,75.93336
48178.32,3028,48156.3,48174.24,Lab_Idle,0,default,0.07247966 2.515785 1.105931,1.881837 97.63953 351.1888,75.97147
48188.88,3029,48178.83,48184.8,Lab_Idle,0,default,0.07256573 2.515544 1.105344,2.142868 98.22768 351.2958,75.9397
48200.07,3030,48189.35,48195.99,Lab_Idle,0,default,0.07227895 2.515373 1.105283,2.318737 98.36417 351.3973,76.06635
48211.64,3031,48200.51,48207.56,Lab_Idle,0,default,0.07229951 2.515119 1.10542,2.496907 98.45394 351.4861,75.98116
48233.35,3032,48212.1,48229.27,Lab_Idle,0,default,0.07174271 2.514769 1.105847,2.702195 98.32891 351.5487,76.13094
48244.96,3033,48233.85,48240.88,Lab_Idle,0,default,0.07177231 2.514337 1.105879,3.014809 98.58659 351.6461,75.96856
48255.64,3034,48245.43,48251.56,Lab_Idle,0,default,0.07176118 2.514076 1.106234,3.183375 98.54665 351.6715,75.86636
48278.26,3035,48256.09,48274.18,Lab_Idle,0,default,0.07143953 2.51367 1.106628,3.337115 98.27348 351.6711,76.11825
48288.79,3036,48278.89,48284.71,Lab_Idle,0,default,0.07139739 2.513164 1.107136,3.625025 98.27922 351.7294,75.84975
48300.3,3037,48289.22,48296.22,Lab_Idle,0,default,0.07108296 2.512787 1.107295,3.743728 98.10426 351.7043,76.12456
48311.53,3038,48300.84,48307.45,Lab_Idle,0,default,0.07098515 2.512556 1.107944,3.826112 97.91118 351.6766,76.72213
48333.39,3039,48311.99,48329.31,Lab_Idle,0,default,0.07046285 2.51246 1.108901,3.786583 97.57812 351.6839,76.75365
48345.15,3040,48333.92,48341.07,Lab_Idle,0,default,0.07030255 2.512207 1.11016,3.860785 97.23545 351.7182,76.126
48355.82,3041,48345.66,48351.74,Lab_Idle,0,default,0.07020782 2.512209 1.111125,3.834299 96.90906 351.7925,76.68313
48366.68,3042,48356.27,48362.59,Lab_Idle,0,default,0.07001634 2.512446 1.112442,3.827874 96.51906 351.9306,76.7559
48389.77,3043,48367.11,48385.69,Lab_Idle,0,default,0.06997104 2.51282 1.11415,3.745271 95.80483 352.1513,76.73435
48400.11,3044,48390.35,48396.03,Lab_Idle,0,default,0.06990368 2.513117 1.116566,3.738098 94.80077 352.3804,76.05427
48411.9,3045,48400.53,48407.82,Lab_Idle,0,default,0.0697664 2.513289 1.11867,3.750795 93.91055 352.5174,76.8047
48434.05,3046,48412.47,48429.97,Lab_Idle,0,default,0.06962617 2.51353 1.121735,3.72559 92.41789 352.8322,76.72111
48445.36,3047,48434.77,48441.29,Lab_Idle,0,default,0.0693786 2.513891 1.12643,3.806737 90.32647 353.3033,76.06784
48456.06,3048,48445.84,48451.98,Lab_Idle,0,default,0.06920438 2.514129 1.13001,4.002326 88.60532 353.7926,76.68858
48467.21,3049,48456.51,48463.13,Lab_Idle,0,default,0.06893124 2.514196 1.13353,4.408171 86.69641 354.4321,76.79749
48489.48,3050,48467.72,48485.4,Lab_Idle,0,default,0.06792501 2.513655 1.138193,5.414475 84.12578 355.5336,76.70348
48500.57,3051,48489.97,48496.48,Lab_Idle,0,default,0.06543152 2.512264 1.143757,6.722376 80.77441 356.4935,76.72041
48512.25,3052,48501.04,48508.17,Lab_Idle,0,default,0.0633375 2.510968 1.146371,7.897108 79.16032 356.4384,76.66675
48534.06,3053,48512.7,48529.98,Lab_Idle,0,default,0.06052896 2.509882 1.147318,9.218369 77.90897 355.8178,76.60115
48545.66,3054,48534.62,48541.58,Lab_Idle,0,default,0.05660176 2.508794 1.151016,11.10591 75.03754 355.5592,76.61967
48567.28,3055,48546.16,48563.2,Lab_Idle,0,default,0.05184935 2.50651 1.151434,13.66672 73.05256 354.7301,76.5343
48579.13,3056,48567.88,48575.05,Lab_Idle,0,default,0.04543237 2.503832 1.154235,16.71569 69.76702 353.914,76.32925
48589.45,3057,48579.61,48585.37,Lab_Idle,0,default,0.04174009 2.502192 1.155262,18.15385 68.1608 353.3971,76.44416
48612.51,3058,48589.88,48608.44,Lab_Idle,0,default,0.03796405 2.501818 1.155044,17.49924 67.49227 353.1091,76.58482
48623.02,3059,48613.06,48618.94,Lab_Idle,0,default,0.03257061 2.502612 1.156479,17.53331 65.53877 352.6124,76.34437
48633.7,3060,48623.48,48629.62,Lab_Idle,0,default,0.02970355 2.50371 1.156376,17.11986 64.90175 352.4923,76.61542
48656.13,3061,48634.16,48652.05,Lab_Idle,0,default,0.02761301 2.506524 1.155577,15.28345 65.72668 352.9904,76.67695
48667.18,3062,48656.66,48663.1,Lab_Idle,0,default,0.02277344 2.508487 1.154803,14.22292 65.2678 353.1436,76.01482
48678.99,3063,48667.66,48674.91,Lab_Idle,0,default,0.02043596 2.509954 1.154352,13.34091 65.47868 353.3566,76.66496
48700.69,3064,48679.49,48696.61,Lab_Idle,0,default,0.01895107 2.512949 1.151415,11.37081 67.43243 353.8601,76.59557
48712.3,3065,48701.23,48708.22,Lab_Idle,0,default,0.01469391 2.515782 1.149664,9.517713 68.64577 354.0738,76.01096
48734.01,3066,48712.87,48729.93,Lab_Idle,0,default,0.01384804 2.518218 1.146076,7.828985 70.85144 354.3589,76.43249
48745.86,3067,48734.63,48741.77,Lab_Idle,0,default,0.01026135 2.521049 1.143081,5.806015 72.96822 354.6979,75.69391
48756.29,3068,48746.34,48752.21,Lab_Idle,0,default,0.008920586 2.522366 1.140637,4.763946 74.73271 354.8022,75.64281
48767.37,3069,48756.76,48763.29,Lab_Idle,0,default,0.008041527 2.523939 1.137196,3.869942 76.6916 354.7221,75.93022
48789.35,3070,48767.91,48785.27,Lab_Idle,0,default,0.007248456 2.524929 1.133109,3.00337 79.5427 354.5889,76.5779
48800.56,3071,48789.85,48796.48,Lab_Idle,0,default,0.005213025 2.526917 1.12627,1.243815 83.31973 354.4053,75.94839
48822.94,3072,48801.05,48818.86,Lab_Idle,0,default,0.004460348 2.527426 1.120722,0.8301019 86.65735 354.1647,76.58074
48834.05,3073,48823.51,48829.97,Lab_Idle,0,default,0.002146222 2.528785 1.113566,359.7641 90.72402 353.7699,75.77762
48845.36,3074,48834.57,48841.28,Lab_Idle,0,default,0.0005046466 2.528666 1.10961,359.8305 93.0467 353.5934,75.74341
48855.82,3075,48845.82,48851.74,Lab_Idle,0,default,-0.001184147 2.528214 1.105996,0.1360628 95.05605 353.4683,75.92429
48878.41,3076,48856.27,48874.33,Lab_Idle,0,default,-0.0009207133 2.526466 1.102364,1.206133 96.44879 353.4821,76.64779
48888.96,3077,48878.97,48884.88,Lab_Idle,0,default,-0.004455478 2.525043 1.097282,1.79972 99.36084 353.2662,75.79526
48899.92,3078,48889.42,48895.84,Lab_Idle,0,default,-0.004450385 2.522951 1.095525,2.558299 100.0235 353.1458,76.06912
48911.49,3079,48900.5,48907.41,Lab_Idle,0,default,-0.005351596 2.521245 1.094346,3.24192 100.315 352.9573,76.71981
48933.44,3080,48911.97,48929.36,Lab_Idle,0,default,-0.004484579 2.518625 1.095287,4.104332 99.43633 352.5495,76.66206
48945.24,3081,48933.98,48941.16,Lab_Idle,0,default,-0.006248757 2.51628 1.09377,4.953371 99.8448 351.9659,75.80379
48955.5,3082,48945.77,48951.42,Lab_Idle,0,default,-0.006496482 2.514857 1.094346,5.426665 99.11834 351.6516,75.92997
48966.61,3083,48955.97,48962.53,Lab_Idle,0,default,-0.005122256 2.513108 1.095507,5.763087 98.37113 351.4482,76.69572
48989.04,3084,48967.06,48984.96,Lab_Idle,0,default,-0.005102614 2.512298 1.097549,5.912718 97.02236 351.3404,76.66599
49000.26,3085,48989.55,48996.18,Lab_Idle,0,default,-0.005393489 2.510061 1.099777,6.480237 96.13322 350.9939,75.99216
49011.98,3086,49000.7,49007.9,Lab_Idle,0,default,-0.005988402 2.50929 1.101538,6.634147 95.21073 350.9342,76.62112
49033.75,3087,49012.47,49029.67,Lab_Idle,0,default,-0.006137216 2.508723 1.104715,6.539022 94.14925 351.0657,76.56515
49045.45,3088,49034.24,49041.38,Lab_Idle,0,default,-0.007505414 2.507811 1.107016,6.610243 93.12807 351.0417,75.96735
49056.1,3089,49046.06,49052.02,Lab_Idle,0,default,-0.008246005 2.508042 1.108571,6.332819 92.65337 351.1593,76.34878
49078.76,3090,49056.54,49074.68,Lab_Idle,0,default,-0.00856572 2.509132 1.110881,5.81105 92.41602 351.4476,76.60558
49089.56,3091,49079.37,49085.48,Lab_Idle,0,default,-0.01041117 2.509339 1.113148,5.462909 91.87612 351.7561,75.89101
49100.42,3092,49090.01,49096.34,Lab_Idle,0,default,-0.01135809 2.510346 1.114206,5.078583 91.91105 352.0666,76.31519
49122.88,3093,49100.89,49118.8,Lab_Idle,0,default,-0.01282044 2.511235 1.114417,4.523557 92.44509 352.3047,76.34027
49133.77,3094,49123.43,49129.69,Lab_Idle,0,default,-0.01489833 2.512718 1.11536,3.840315 92.75362 352.4572,75.75035
49145.62,3095,49134.24,49141.55,Lab_Idle,0,default,-0.01630391 2.513426 1.115185,3.352068 93.30493 352.4706,75.98116
49156.16,3096,49146.25,49152.08,Lab_Idle,0,default,-0.01779719 2.514055 1.114835,2.913033 93.87824 352.484,76.33743
49178.52,3097,49156.67,49174.44,Lab_Idle,0,default,-0.0192116 2.515615 1.113787,2.263763 94.76956 352.3276,76.60559
49189.2,3098,49179.13,49185.12,Lab_Idle,0,default,-0.02201489 2.516865 1.113311,1.342366 95.6872 352.2051,75.95355
49199.95,3099,49189.63,49195.87,Lab_Idle,0,default,-0.02374317 2.51789 1.112394,0.7734011 96.29898 352.0057,76.66029
49222.42,3100,49200.44,49218.34,Lab_Idle,0,default,-0.0255884 2.518866 1.111387,0.1491322 96.94524 351.61,76.63106
49233.51,3101,49223,49229.43,Lab_Idle,0,default,-0.02826849 2.520485 1.110366,359.1274 97.77672 351.1543,75.83949
49245.2,3102,49233.97,49241.12,Lab_Idle,0,default,-0.02991613 2.521488 1.109961,358.5193 98.03032 350.7402,76.04573
49255.37,3103,49245.74,49251.29,Lab_Idle,0,default,-0.03150403 2.522525 1.109805,357.9023 98.07414 350.2949,76.6078
49278.53,3104,49255.9,49274.45,Lab_Idle,0,default,-0.03291147 2.524092 1.109964,357.2352 97.60746 349.697,76.78304
49289.12,3105,49279.04,49285.04,Lab_Idle,0,default,-0.03586693 2.525895 1.110398,356.0402 97.38732 348.8546,76.06448
49300.01,3106,49289.57,49295.93,Lab_Idle,0,default,-0.03682609 2.527163 1.110695,355.35 96.85095 348.2877,76.78382
49323.37,3107,49300.53,49319.29,Lab_Idle,0,default,-0.03783883 2.528317 1.111984,354.6673 95.94721 347.7527,76.73602
49333.5,3108,49324.03,49329.42,Lab_Idle,0,default,-0.04012702 2.530432 1.112561,353.4519 95.14712 347.0237,75.91982
49345.23,3109,49333.95,49341.15,Lab_Idle,0,default,-0.04107005 2.53142 1.113627,352.9205 94.46024 346.7914,76.24738
49355.65,3110,49345.71,49351.57,Lab_Idle,0,default,-0.04208243 2.532306 1.11453,352.4331 93.89894 346.5767,76.81114
49378.57,3111,49356.08,49374.49,Lab_Idle,0,default,-0.04196225 2.53325 1.116006,352.233 92.99355 346.549,76.96741
49389.43,3112,49379.2,49385.35,Lab_Idle,0,default,-0.04350802 2.534521 1.117897,351.4528 92.0054 346.1707,76.0199
49400.47,3113,49389.87,49396.39,Lab_Idle,0,default,-0.04353245 2.535383 1.118801,351.3432 91.51089 346.1359,76.25156
49423.42,3114,49400.93,49419.34,Lab_Idle,0,default,-0.04321 2.535073 1.11998,351.7121 91.18997 346.3044,76.63911
49433.95,3115,49424.1,49429.87,Lab_Idle,0,default,-0.04332174 2.535887 1.121846,351.8037 90.56689 346.2388,76.05081
49445.8,3116,49434.39,49441.72,Lab_Idle,0,default,-0.04299734 2.535267 1.122558,352.3243 90.52972 346.3084,76.32294
49455.79,3117,49446.27,49451.71,Lab_Idle,0,default,-0.0427871 2.534787 1.123205,352.6845 90.47706 346.353,76.88152
49478.73,3118,49456.31,49474.65,Lab_Idle,0,default,-0.04086598 2.533495 1.123348,353.6318 91.16129 346.6728,77.04588
49489.3,3119,49479.28,49485.22,Lab_Idle,0,default,-0.04008848 2.532494 1.124074,354.2885 91.53733 346.8139,76.14038
49500.35,3120,49489.75,49496.27,Lab_Idle,0,default,-0.03882462 2.531842 1.123806,354.8397 92.13537 347.015,76.40458
49522.72,3121,49500.83,49518.64,Lab_Idle,0,default,-0.03752988 2.530775 1.123212,355.4858 93.07058 347.4685,77.05397
49533.75,3122,49523.31,49529.67,Lab_Idle,0,default,-0.03592084 2.529737 1.123406,356.2756 93.96314 347.9307,76.27197
49545.58,3123,49534.2,49541.5,Lab_Idle,0,default,-0.03489731 2.529008 1.123155,356.7653 94.58299 348.262,76.47827
49555.94,3124,49546.18,49551.86,Lab_Idle,0,default,-0.03388913 2.528181 1.123026,357.2638 95.14952 348.5715,77.02274
49578.91,3125,49556.41,49574.84,Lab_Idle,0,default,-0.03211763 2.527609 1.12342,357.8432 95.62832 348.9435,77.18219
49589.75,3126,49579.49,49585.67,Lab_Idle,0,default,-0.03037886 2.526253 1.123652,358.718 96.37866 349.4901,77.14201
49612.13,3127,49590.35,49608.05,Lab_Idle,0,default,-0.02892599 2.524843 1.12417,359.1798 96.52542 349.7979,77.25682
49622.75,3128,49612.81,49618.67,Lab_Idle,0,default,-0.02713505 2.523499 1.12482,0.01908397 96.98812 350.2885,76.50992
49633.83,3129,49623.25,49629.75,Lab_Idle,0,default,-0.02538935 2.520523 1.126101,0.3739935 97.00967 350.4572,77.23849
49645.34,3130,49634.3,49641.26,Lab_Idle,0,default,-0.02439296 2.520114 1.12692,0.6398312 96.94911 350.6119,77.16619
49666.96,3131,49645.98,49662.88,Lab_Idle,0,default,-0.02307687 2.517445 1.130297,0.7425533 96.57433 350.7372,77.06911
49678.84,3132,49667.47,49674.76,Lab_Idle,0,default,-0.02118744 2.516649 1.132066,1.234498 96.37376 351.1625,77.09402
49688.98,3133,49679.45,49684.9,Lab_Idle,0,default,-0.02025668 2.516506 1.133483,1.355236 96.01257 351.3585,76.99916
49712.11,3134,49689.43,49708.03,Lab_Idle,0,default,-0.01910133 2.516626 1.135347,1.307523 95.40821 351.5135,77.201
49722.67,3135,49712.82,49718.59,Lab_Idle,0,default,-0.01730538 2.516324 1.137947,1.522865 94.84724 351.8832,77.15771
49733.58,3136,49723.36,49729.5,Lab_Idle,0,default,-0.01635792 2.516207 1.139721,1.476596 94.38557 352.075,77.29496
49756.14,3137,49734.04,49752.06,Lab_Idle,0,default,-0.01556806 2.516614 1.141762,1.305465 93.76412 352.3274,77.49848
49767.25,3138,49756.86,49763.17,Lab_Idle,0,default,-0.01406453 2.516375 1.14511,1.313649 92.98151 352.7889,77.10589
49778.62,3139,49767.74,49774.55,Lab_Idle,0,default,-0.0133253 2.516518 1.146911,1.225692 92.50597 353.0015,77.29206
49789.67,3140,49779.39,49785.59,Lab_Idle,0,default,-0.01263862 2.516619 1.148585,1.153545 92.07661 353.1628,77.24918
49812,3141,49790.2,49807.92,Lab_Idle,0,default,-0.01174361 2.51727 1.149182,1.049473 91.6892 353.2427,77.44514
49822.87,3142,49812.58,49818.79,Lab_Idle,0,default,-0.01055517 2.516694 1.153036,0.9849569 90.95428 353.5704,77.26684
49833.84,3143,49823.44,49829.75,Lab_Idle,0,default,-0.009820105 2.516845 1.154492,0.8733175 90.56287 353.759,77.47375
49856.25,3144,49834.44,49852.17,Lab_Idle,0,default,-0.009214254 2.517151 1.156003,0.7293857 90.16711 354.0138,78.12988
49867.28,3145,49856.82,49863.19,Lab_Idle,0,default,-0.008115452 2.517646 1.158931,0.5779333 89.40301 354.4685,77.06824
49878.87,3146,49867.73,49874.79,Lab_Idle,0,default,-0.007593461 2.51787 1.160372,0.4389859 89.02881 354.7131,77.26384
49900.86,3147,49879.45,49896.78,Lab_Idle,0,default,-0.007173578 2.518113 1.1614,0.2450099 88.76226 354.7341,77.38383
49912.08,3148,49901.52,49908,Lab_Idle,0,default,-0.00603661 2.51837 1.164001,0.02717434 88.13409 354.985,76.94444
49922.67,3149,49912.65,49918.59,Lab_Idle,0,default,-0.005445697 2.518525 1.164937,359.8621 87.94859 354.9942,77.12807
49946.08,3150,49923.24,49942,Lab_Idle,0,default,-0.005046609 2.518899 1.165228,359.6377 88.02914 354.9185,77.24326
49956.53,3151,49946.67,49952.45,Lab_Idle,0,default,-0.003957312 2.519335 1.166975,359.3669 87.73006 355.1145,77.09435
49967.14,3152,49956.99,49963.06,Lab_Idle,0,default,-0.003650511 2.519665 1.166985,359.2102 87.83755 355.2587,77.07129
49989.93,3153,49967.58,49985.86,Lab_Idle,0,default,-0.003392531 2.520173 1.165978,358.9881 88.41022 355.4007,77.31705
50000.75,3154,49990.58,49996.67,Lab_Idle,0,default,-0.002536975 2.520882 1.166252,358.6586 88.62959 355.618,77.1229
50011.95,3155,50001.35,50007.87,Lab_Idle,0,default,-0.002268896 2.521429 1.165574,358.3955 89.07507 355.7784,77.16904
50033.9,3156,50012.63,50029.82,Lab_Idle,0,default,-0.002312548 2.522337 1.164097,358.0166 89.79181 355.9137,77.33855
50045.42,3157,50034.75,50041.35,Lab_Idle,0,default,-0.001739323 2.52334 1.163361,357.5671 90.34596 356.1522,76.77543
50056.04,3158,50046.06,50051.97,Lab_Idle,0,default,-0.001527344 2.52382 1.162866,357.3846 90.63433 356.2589,77.35423
50067.07,3159,50056.73,50062.99,Lab_Idle,0,default,-0.001432392 2.524254 1.162196,357.2735 90.86372 356.347,77.48194
50089.75,3160,50067.52,50085.67,Lab_Idle,0,default,-0.001470931 2.524338 1.161899,357.2294 90.87368 356.2378,77.43575
50100.51,3161,50090.36,50096.43,Lab_Idle,0,default,-0.0008132559 2.524903 1.161297,356.9174 91.08603 356.257,77.43554
50111.74,3162,50100.97,50107.67,Lab_Idle,0,default,-0.0007490922 2.525076 1.161597,356.8636 90.91638 356.2052,77.44022
50134.06,3163,50112.44,50129.98,Lab_Idle,0,default,-0.0003591991 2.525318 1.162734,356.8337 90.25581 356.1755,77.38635
50145.83,3164,50134.58,50141.75,Lab_Idle,0,default,-0.0001247679 2.525818 1.163645,356.6391 89.76589 356.2595,77.39314
50156.18,3165,50146.49,50152.09,Lab_Idle,0,default,-4.732408E-05 2.526009 1.164342,356.5867 89.36065 356.3443,77.29252
